GRCh38_ENSG00000204160	GRCh38_ZDHHC18
GRCh38_ENSG00000175793	GRCh38_SFN
GRCh38_ENSG00000142751	GRCh38_GPN2
GRCh38_ENSG00000198746	GRCh38_GPATCH3
GRCh38_ENSG00000090273	GRCh38_NUDC
GRCh38_ENSG00000131910	GRCh38_NR0B2
GRCh38_ENSG00000175707	GRCh38_KDF1
GRCh38_ENSG00000253368	GRCh38_TRNP1
GRCh38_ENSG00000158246	GRCh38_TENT5B
GRCh38_ENSG00000090020	GRCh38_SLC9A1
GRCh38_ENSG00000142784	GRCh38_WDTC1
GRCh38_ENSG00000186501	GRCh38_TMEM222
GRCh38_ENSG00000142765	GRCh38_SYTL1
GRCh38_ENSG00000142733	GRCh38_MAP3K6
GRCh38_ENSG00000142748	GRCh38_FCN3
GRCh38_ENSG00000174950	GRCh38_CD164L2
GRCh38_ENSG00000181773	GRCh38_GPR3
GRCh38_ENSG00000158195	GRCh38_WASF2
GRCh38_ENSG00000126705	GRCh38_AHDC1
GRCh38_ENSG00000000938	GRCh38_FGR
GRCh38_ENSG00000126709	GRCh38_IFI6
GRCh38_ENSG00000009780	GRCh38_FAM76A
GRCh38_ENSG00000117758	GRCh38_STX12
GRCh38_ENSG00000117751	GRCh38_PPP1R8
GRCh38_ENSG00000130775	GRCh38_THEMIS2
GRCh38_ENSG00000117748	GRCh38_RPA2
GRCh38_ENSG00000130768	GRCh38_SMPDL3B
GRCh38_ENSG00000158156	GRCh38_XKR8
GRCh38_ENSG00000158161	GRCh38_EYA3
GRCh38_ENSG00000169403	GRCh38_PTAFR
GRCh38_ENSG00000126698	GRCh38_DNAJC8
GRCh38_ENSG00000130770	GRCh38_ATP5IF1
GRCh38_ENSG00000130766	GRCh38_SESN2
GRCh38_ENSG00000130772	GRCh38_MED18
GRCh38_ENSG00000204138	GRCh38_PHACTR4
GRCh38_ENSG00000180198	GRCh38_RCC1
GRCh38_ENSG00000180098	GRCh38_TRNAU1AP
GRCh38_ENSG00000120656	GRCh38_TAF12
GRCh38_ENSG00000188060	GRCh38_RAB42
GRCh38_ENSG00000162419	GRCh38_GMEB1
GRCh38_ENSG00000198492	GRCh38_YTHDF2
GRCh38_ENSG00000116329	GRCh38_OPRD1
GRCh38_ENSG00000159023	GRCh38_EPB41
GRCh38_ENSG00000253304	GRCh38_TMEM200B
GRCh38_ENSG00000116350	GRCh38_SRSF4
GRCh38_ENSG00000116353	GRCh38_MECR
GRCh38_ENSG00000060656	GRCh38_PTPRU
GRCh38_ENSG00000162510	GRCh38_MATN1
GRCh38_ENSG00000162511	GRCh38_LAPTM5
GRCh38_ENSG00000162512	GRCh38_SDC3
GRCh38_ENSG00000134644	GRCh38_PUM1
GRCh38_ENSG00000084628	GRCh38_NKAIN1
GRCh38_ENSG00000060688	GRCh38_SNRNP40
GRCh38_ENSG00000121766	GRCh38_ZCCHC17
GRCh38_ENSG00000121769	GRCh38_FABP3
GRCh38_ENSG00000168528	GRCh38_SERINC2
GRCh38_ENSG00000142910	GRCh38_TINAGL1
GRCh38_ENSG00000121764	GRCh38_HCRTR1
GRCh38_ENSG00000162517	GRCh38_PEF1
GRCh38_ENSG00000084636	GRCh38_COL16A1
